date,result,fighter,opponent,division,method,round,time,knockdowns,sub_attempts,pass,reversals,takedowns_landed,takedowns_attempts,sig_strikes_landed,sig_strikes_attempts,total_strikes_landed,total_strikes_attempts,head_strikes_landed,head_strikes_attempts,body_strikes_landed,body_strikes_attempts,leg_strikes_landed,leg_strikes_attempts,distance_strikes_landed,distance_strikes_attempts,clinch_strikes_landed,clinch_strikes_attempts,ground_strikes_landed,ground_strikes_attempts,fighter_stance,opponent_stance,index
"December 19, 2015",D,Jim Alers,Cole Miller,Featherweight,CNC,2,1:34,0,0,0.0,0,0,0,25,79,25,79,9,55,6,11,10,13,24,77,1,2,0,0,0.0,0.0,8677
"December 19, 2015",W,Kamaru Usman,Leon Edwards,Welterweight,U-DEC,3,5:00,0,0,3.0,0,6,13,48,80,126,163,28,55,12,15,8,10,11,30,12,15,25,35,1.0,2.0,8678
"December 19, 2015",L,Leon Edwards,Kamaru Usman,Welterweight,U-DEC,3,5:00,0,0,0.0,0,0,0,26,57,36,67,17,47,6,7,3,3,17,47,7,8,2,2,2.0,1.0,8679
"December 19, 2015",W,Vicente Luque,Hayder Hassan,Welterweight,SUB,1,2:13,0,1,0.0,0,0,0,12,26,12,26,6,20,3,3,3,3,12,26,0,0,0,0,0.0,5.0,8680
"December 19, 2015",L,Hayder Hassan,Vicente Luque,Welterweight,SUB,1,2:13,0,0,0.0,0,0,1,15,28,15,28,9,21,4,4,2,3,15,28,0,0,0,0,5.0,0.0,8681
"December 19, 2015",W,Francis Ngannou,Luis Henrique,Heavyweight,KO/TKO,2,2:53,1,0,0.0,0,0,0,25,45,40,62,19,38,3,3,3,4,16,32,4,4,5,9,0.0,0.0,8682
"December 19, 2015",L,Luis Henrique,Francis Ngannou,Heavyweight,KO/TKO,2,2:53,0,0,1.0,0,1,6,5,10,33,40,5,10,0,0,0,0,5,9,0,0,0,1,0.0,0.0,8683
"December 12, 2015",W,Conor McGregor,Jose Aldo,Featherweight,KO/TKO,1,0:13,1,0,0.0,0,0,0,5,6,5,6,4,4,0,1,1,1,3,4,0,0,2,2,2.0,0.0,8684
"December 12, 2015",L,Jose Aldo,Conor McGregor,Featherweight,KO/TKO,1,0:13,0,0,0.0,0,0,0,1,3,1,3,1,3,0,0,0,0,1,3,0,0,0,0,0.0,2.0,8685
"December 12, 2015",W,Luke Rockhold,Chris Weidman,Middleweight,KO/TKO,4,3:12,0,1,5.0,0,2,4,126,191,161,229,96,157,18,22,12,12,44,83,9,13,73,95,2.0,0.0,8686
"December 12, 2015",L,Chris Weidman,Luke Rockhold,Middleweight,KO/TKO,4,3:12,0,0,4.0,0,3,6,48,75,62,92,25,51,18,19,5,5,40,67,7,7,1,1,0.0,2.0,8687
"December 12, 2015",W,Yoel Romero,Jacare Souza,Middleweight,S-DEC,3,5:00,1,0,0.0,0,0,1,46,92,56,104,37,80,5,6,4,6,24,50,0,1,22,41,2.0,0.0,8688
"December 12, 2015",L,Jacare Souza,Yoel Romero,Middleweight,S-DEC,3,5:00,0,0,2.0,0,1,7,30,52,42,67,16,35,11,14,3,3,22,44,0,0,8,8,0.0,2.0,8689
"December 12, 2015",W,Demian Maia,Gunnar Nelson,Welterweight,U-DEC,3,5:00,0,1,5.0,1,2,8,47,58,193,229,45,56,2,2,0,0,3,4,4,4,40,50,2.0,1.0,8690
"December 12, 2015",L,Gunnar Nelson,Demian Maia,Welterweight,U-DEC,3,5:00,0,0,2.0,2,1,1,2,4,7,10,2,4,0,0,0,0,1,2,0,0,1,2,1.0,2.0,8691
"December 12, 2015",W,Max Holloway,Jeremy Stephens,Featherweight,U-DEC,3,5:00,0,0,4.0,0,1,1,57,99,79,122,40,77,12,17,5,5,42,81,6,8,9,10,0.0,0.0,8692
"December 12, 2015",L,Jeremy Stephens,Max Holloway,Featherweight,U-DEC,3,5:00,0,0,0.0,0,0,12,47,95,60,110,12,55,11,14,24,26,45,85,2,10,0,0,0.0,0.0,8693
"December 12, 2015",W,Urijah Faber,Frankie Saenz,Bantamweight,U-DEC,3,5:00,0,0,1.0,0,2,13,75,111,80,116,53,87,20,22,2,2,34,62,40,48,1,1,0.0,0.0,8694
"December 12, 2015",L,Frankie Saenz,Urijah Faber,Bantamweight,U-DEC,3,5:00,0,0,0.0,1,0,3,66,136,72,143,29,89,15,21,22,26,46,100,19,33,1,3,0.0,0.0,8695
"December 12, 2015",W,Tecia Torres,Jocelyn Jones-Lybarger,Women's Strawweight,U-DEC,3,5:00,0,0,1.0,0,0,4,77,133,126,192,67,116,7,14,3,3,55,102,13,20,9,11,0.0,0.0,8696
"December 12, 2015",L,Jocelyn Jones-Lybarger,Tecia Torres,Women's Strawweight,U-DEC,3,5:00,0,0,0.0,0,0,2,29,106,53,137,15,87,10,15,4,4,23,97,3,6,3,3,0.0,0.0,8697
"December 12, 2015",W,Warlley Alves,Colby Covington,Welterweight,SUB,1,1:26,0,1,0.0,0,0,0,2,4,2,4,0,2,1,1,1,1,2,3,0,1,0,0,0.0,0.0,8698
"December 12, 2015",L,Colby Covington,Warlley Alves,Welterweight,SUB,1,1:26,0,0,1.0,0,1,2,2,2,2,2,2,2,0,0,0,0,0,0,1,1,1,1,0.0,0.0,8699
"December 12, 2015",W,Leonardo Santos,Kevin Lee,Lightweight,KO/TKO,1,3:26,1,0,1.0,0,1,1,32,48,32,48,22,38,6,6,4,4,18,30,0,0,14,18,0.0,0.0,8700
"December 12, 2015",L,Kevin Lee,Leonardo Santos,Lightweight,KO/TKO,1,3:26,0,0,0.0,0,0,0,10,46,10,46,5,40,5,6,0,0,10,46,0,0,0,0,0.0,0.0,8701
"December 12, 2015",W,Magomed Mustafaev,Joe Proctor,Lightweight,KO/TKO,1,1:54,1,0,0.0,0,0,0,18,27,22,31,13,22,4,4,1,1,9,18,4,4,5,5,0.0,0.0,8702
"December 12, 2015",L,Joe Proctor,Magomed Mustafaev,Lightweight,KO/TKO,1,1:54,0,0,0.0,0,0,0,9,13,9,13,3,7,2,2,4,4,8,12,1,1,0,0,0.0,0.0,8703
"December 12, 2015",W,Yancy Medeiros,John Makdessi,Lightweight,S-DEC,3,5:00,1,0,0.0,0,0,1,80,268,80,268,50,227,14,22,16,19,78,266,2,2,0,0,0.0,0.0,8704
"December 12, 2015",L,John Makdessi,Yancy Medeiros,Lightweight,S-DEC,3,5:00,0,0,0.0,0,0,0,114,196,114,196,38,99,48,65,28,32,113,194,1,2,0,0,0.0,0.0,8705
"December 12, 2015",W,Court McGee,Marcio Alexandre Junior,Welterweight,U-DEC,3,5:00,0,0,0.0,0,2,13,58,99,133,185,28,67,11,13,19,19,37,73,2,4,19,22,0.0,2.0,8706
"December 12, 2015",L,Marcio Alexandre Junior,Court McGee,Welterweight,U-DEC,3,5:00,0,1,0.0,0,0,0,23,48,28,53,12,36,9,10,2,2,23,48,0,0,0,0,2.0,0.0,8707
"December 11, 2015",W,Frankie Edgar,Chad Mendes,Featherweight,KO/TKO,1,2:28,1,0,0.0,0,0,1,13,32,13,32,9,25,2,4,2,3,11,30,0,0,2,2,0.0,0.0,8708
"December 11, 2015",L,Chad Mendes,Frankie Edgar,Featherweight,KO/TKO,1,2:28,0,0,0.0,0,0,0,5,17,5,17,1,13,0,0,4,4,5,17,0,0,0,0,0.0,0.0,8709
"December 11, 2015",W,Ryan Hall,Artem Lobov,Lightweight,U-DEC,3,5:00,0,1,1.0,0,1,3,23,41,169,201,15,25,1,8,7,8,9,24,0,0,14,17,2.0,2.0,8710
"December 11, 2015",L,Artem Lobov,Ryan Hall,Lightweight,U-DEC,3,5:00,0,0,0.0,0,0,0,2,11,13,26,1,10,0,0,1,1,1,10,0,0,1,1,2.0,2.0,8711
"December 11, 2015",W,Tony Ferguson,Edson Barboza,Lightweight,SUB,2,2:54,0,1,1.0,0,0,2,61,116,69,127,42,95,10,11,9,10,45,99,1,1,15,16,0.0,0.0,8712
"December 11, 2015",L,Edson Barboza,Tony Ferguson,Lightweight,SUB,2,2:54,0,0,0.0,0,2,3,41,85,45,91,20,53,19,30,2,2,37,80,0,0,4,5,0.0,0.0,8713
"December 11, 2015",W,Evan Dunham,Joe Lauzon,Lightweight,U-DEC,3,5:00,0,0,1.0,0,1,3,127,291,147,318,96,252,21,29,10,10,97,239,30,52,0,0,2.0,0.0,8714
"December 11, 2015",L,Joe Lauzon,Evan Dunham,Lightweight,U-DEC,3,5:00,0,0,0.0,0,0,3,42,113,44,115,37,105,3,6,2,2,33,100,9,13,0,0,0.0,2.0,8715
"December 11, 2015",W,Tatsuya Kawajiri,Jason Knight,Featherweight,U-DEC,3,5:00,0,0,5.0,0,6,8,28,38,97,113,25,35,2,2,1,1,6,12,0,0,22,26,0.0,0.0,8716
"December 11, 2015",L,Jason Knight,Tatsuya Kawajiri,Featherweight,U-DEC,3,5:00,0,1,0.0,0,0,0,28,42,44,61,28,41,0,0,0,1,8,20,2,3,18,19,0.0,0.0,8717
"December 11, 2015",W,Julian Erosa,Marcin Wrzosek,Lightweight,S-DEC,3,5:00,0,2,1.0,0,2,3,61,108,107,159,31,71,28,34,2,3,36,73,22,31,3,4,2.0,5.0,8718
"December 11, 2015",L,Marcin Wrzosek,Julian Erosa,Lightweight,S-DEC,3,5:00,0,0,0.0,0,3,12,52,119,124,204,39,99,4,5,9,15,34,92,13,21,5,6,5.0,2.0,8719
"December 11, 2015",W,Gabriel Gonzaga,Konstantin Erokhin,Heavyweight,U-DEC,3,5:00,0,0,3.0,0,2,7,20,45,29,55,12,35,4,5,4,5,11,28,1,4,8,13,0.0,0.0,8720
"December 11, 2015",L,Konstantin Erokhin,Gabriel Gonzaga,Heavyweight,U-DEC,3,5:00,0,0,0.0,0,0,0,15,51,28,65,12,48,3,3,0,0,13,48,2,3,0,0,0.0,0.0,8721
"December 11, 2015",W,Ryan LaFlare,Mike Pierce,Welterweight,U-DEC,3,5:00,0,0,0.0,0,0,2,65,189,78,202,37,146,23,38,5,5,57,176,8,13,0,0,2.0,0.0,8722
"December 11, 2015",L,Mike Pierce,Ryan LaFlare,Welterweight,U-DEC,3,5:00,0,0,0.0,0,0,3,42,127,44,130,30,109,7,13,5,5,33,107,9,20,0,0,0.0,2.0,8723
"December 11, 2015",W,Geane Herrera,Joby Sanchez,Flyweight,KO/TKO,2,4:28,1,0,0.0,0,1,1,40,118,42,120,34,111,3,4,3,3,33,107,2,6,5,5,0.0,0.0,8724
"December 11, 2015",L,Joby Sanchez,Geane Herrera,Flyweight,KO/TKO,2,4:28,0,0,0.0,0,0,1,55,154,55,154,30,120,24,32,1,2,50,147,5,7,0,0,0.0,0.0,8725
"December 11, 2015",W,Chris Gruetzemacher,Abner Lloveras,Lightweight,U-DEC,3,5:00,0,0,0.0,0,0,0,103,182,135,217,42,111,22,30,39,41,81,149,22,31,0,2,0.0,5.0,8726
"December 11, 2015",L,Abner Lloveras,Chris Gruetzemacher,Lightweight,U-DEC,3,5:00,0,0,1.0,0,2,10,94,189,99,194,55,143,33,40,6,6,76,162,18,27,0,0,5.0,0.0,8727
"December 10, 2015",W,Rose Namajunas,Paige VanZant,Women's Strawweight,SUB,5,2:25,0,4,14.0,0,8,10,57,100,104,158,43,82,12,16,2,2,27,53,9,13,21,34,0.0,0.0,8728
"December 10, 2015",L,Paige VanZant,Rose Namajunas,Women's Strawweight,SUB,5,2:25,0,0,0.0,0,0,2,10,50,53,97,2,30,4,15,4,5,8,46,2,4,0,0,0.0,0.0,8729
"December 10, 2015",W,Michael Chiesa,Jim Miller,Lightweight,SUB,2,2:57,0,1,3.0,0,2,2,13,30,33,55,11,28,1,1,1,1,3,15,0,0,10,15,2.0,2.0,8730
"December 10, 2015",L,Jim Miller,Michael Chiesa,Lightweight,SUB,2,2:57,0,1,1.0,1,0,0,7,15,19,31,5,12,2,2,0,1,7,15,0,0,0,0,2.0,2.0,8731
"December 10, 2015",W,Sage Northcutt,Cody Pfister,Lightweight,SUB,2,0:41,0,1,2.0,0,2,2,8,9,19,21,6,7,2,2,0,0,2,3,0,0,6,6,0.0,0.0,8732
"December 10, 2015",L,Cody Pfister,Sage Northcutt,Lightweight,SUB,2,0:41,0,0,1.0,0,2,2,5,8,40,44,5,8,0,0,0,0,1,3,0,0,4,5,0.0,0.0,8733
"December 10, 2015",W,Thiago Santos,Elias Theodorou,Middleweight,U-DEC,3,5:00,0,0,0.0,0,1,2,52,81,83,112,23,44,18,22,11,15,20,43,30,36,2,2,0.0,0.0,8734
"December 10, 2015",L,Elias Theodorou,Thiago Santos,Middleweight,U-DEC,3,5:00,0,0,0.0,0,1,13,28,94,40,110,3,49,18,29,7,16,23,87,5,7,0,0,0.0,0.0,8735
"December 10, 2015",W,Tim Means,John Howard,Welterweight,KO/TKO,2,0:21,1,0,0.0,0,0,0,37,70,43,76,22,49,11,17,4,4,35,67,1,2,1,1,0.0,0.0,8736
"December 10, 2015",L,John Howard,Tim Means,Welterweight,KO/TKO,2,0:21,0,0,0.0,0,3,3,20,54,22,56,10,39,3,6,7,9,16,47,4,7,0,0,0.0,0.0,8737
"December 10, 2015",W,Sergio Moraes,Omari Akhmedov,Welterweight,KO/TKO,3,2:18,1,0,0.0,0,0,2,21,69,22,70,17,57,2,9,2,3,19,66,1,2,1,1,0.0,0.0,8738
"December 10, 2015",L,Omari Akhmedov,Sergio Moraes,Welterweight,KO/TKO,3,2:18,1,0,0.0,0,1,1,35,117,38,120,17,87,10,15,8,15,29,108,2,3,4,6,0.0,0.0,8739
"December 10, 2015",D,Antonio Carlos Junior,Kevin Casey,Middleweight,CNC,1,0:11,0,0,0.0,0,0,0,1,4,1,4,0,3,1,1,0,0,1,4,0,0,0,0,0.0,2.0,8740
"December 10, 2015",D,Kevin Casey,Antonio Carlos Junior,Middleweight,CNC,1,0:11,0,0,0.0,0,0,0,0,2,0,2,0,1,0,0,0,1,0,2,0,0,0,0,2.0,0.0,8741
"December 10, 2015",W,Aljamain Sterling,Johnny Eduardo,Bantamweight,SUB,2,4:18,0,1,1.0,0,2,2,23,61,49,90,14,40,6,14,3,7,10,39,1,1,12,21,0.0,0.0,8742
"December 10, 2015",L,Johnny Eduardo,Aljamain Sterling,Bantamweight,SUB,2,4:18,0,0,0.0,0,0,0,4,24,7,27,0,11,0,5,4,8,4,24,0,0,0,0,0.0,0.0,8743
"December 10, 2015",W,Santiago Ponzinibbio,Andreas Stahl,Welterweight,KO/TKO,1,4:25,1,0,0.0,0,0,0,48,77,49,78,35,63,6,7,7,7,45,73,1,2,2,2,0.0,0.0,8744
"December 10, 2015",L,Andreas Stahl,Santiago Ponzinibbio,Welterweight,KO/TKO,1,4:25,0,0,0.0,0,2,2,14,34,14,35,5,23,4,5,5,6,14,34,0,0,0,0,0.0,0.0,8745
"December 10, 2015",W,Danny Roberts,Nathan Coy,Welterweight,SUB,1,2:46,0,1,0.0,0,0,0,6,19,8,21,3,13,1,3,2,3,5,17,1,2,0,0,2.0,2.0,8746
"December 10, 2015",L,Nathan Coy,Danny Roberts,Welterweight,SUB,1,2:46,0,0,0.0,0,1,1,11,27,14,30,10,24,0,0,1,3,9,25,0,0,2,2,2.0,2.0,8747
"December 10, 2015",W,Zubaira Tukhugov,Phillipe Nover,Featherweight,S-DEC,3,5:00,0,0,0.0,0,1,1,21,83,23,86,15,70,3,9,3,4,16,75,3,5,2,3,0.0,0.0,8748
"December 10, 2015",L,Phillipe Nover,Zubaira Tukhugov,Featherweight,S-DEC,3,5:00,0,0,0.0,0,0,5,20,77,20,78,6,50,13,25,1,2,19,74,1,3,0,0,0.0,0.0,8749
"December 10, 2015",W,Kailin Curran,Emily Kagan,Women's Strawweight,SUB,2,4:13,0,2,2.0,0,1,1,21,49,32,61,8,31,12,16,1,2,14,39,7,10,0,0,0.0,5.0,8750
"December 10, 2015",L,Emily Kagan,Kailin Curran,Women's Strawweight,SUB,2,4:13,0,0,0.0,0,1,9,22,80,49,112,17,68,4,6,1,6,19,69,3,11,0,0,5.0,0.0,8751
"November 28, 2015",W,Benson Henderson,Jorge Masvidal,Welterweight,S-DEC,5,5:00,0,0,1.0,0,3,12,86,146,138,201,42,87,24,34,20,25,61,116,23,28,2,2,2.0,0.0,8752
"November 28, 2015",L,Jorge Masvidal,Benson Henderson,Welterweight,S-DEC,5,5:00,0,1,0.0,0,1,5,77,156,217,309,38,112,35,39,4,5,51,120,24,34,2,2,0.0,2.0,8753
"November 28, 2015",W,Dong Hyun Kim,Dominic Waters,Welterweight,KO/TKO,1,3:11,0,0,1.0,0,1,2,6,8,91,95,5,7,1,1,0,0,0,1,1,1,5,6,2.0,0.0,8754
"November 28, 2015",L,Dominic Waters,Dong Hyun Kim,Welterweight,KO/TKO,1,3:11,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,8755
"November 28, 2015",W,Alberto Mina,Yoshihiro Akiyama,Welterweight,S-DEC,3,5:00,1,0,0.0,0,2,15,69,153,84,180,46,125,5,7,18,21,56,130,10,19,3,4,0.0,0.0,8756
"November 28, 2015",L,Yoshihiro Akiyama,Alberto Mina,Welterweight,S-DEC,3,5:00,0,0,1.0,0,0,1,78,142,92,163,53,110,2,3,23,29,66,129,1,1,11,12,0.0,0.0,8757
"November 28, 2015",W,Dooho Choi,Sam Sicilia,Featherweight,KO/TKO,1,1:33,1,0,0.0,0,0,0,18,26,18,26,17,25,1,1,0,0,13,20,1,1,4,5,0.0,0.0,8758
"November 28, 2015",L,Sam Sicilia,Dooho Choi,Featherweight,KO/TKO,1,1:33,0,0,0.0,0,0,1,8,19,8,19,6,16,0,1,2,2,8,19,0,0,0,0,0.0,0.0,8759
"November 28, 2015",W,Dongi Yang,Jake Collier,Middleweight,KO/TKO,2,1:50,0,0,0.0,0,1,6,29,42,54,76,23,36,5,5,1,1,15,22,2,2,12,18,2.0,0.0,8760
"November 28, 2015",L,Jake Collier,Dongi Yang,Middleweight,KO/TKO,2,1:50,1,0,2.0,0,0,1,22,41,29,48,8,22,9,13,5,6,20,38,2,3,0,0,0.0,2.0,8761
"November 28, 2015",W,Mike de la Torre,Yui Chul Nam,Featherweight,S-DEC,3,5:00,0,0,0.0,0,0,2,47,95,107,161,37,84,8,9,2,2,27,67,14,22,6,6,0.0,0.0,8762
"November 28, 2015",L,Yui Chul Nam,Mike de la Torre,Featherweight,S-DEC,3,5:00,0,0,0.0,0,1,21,53,120,97,167,29,84,24,36,0,0,25,82,28,38,0,0,0.0,0.0,8763
"November 28, 2015",W,Tae Hyun Bang,Leo Kuntz,Lightweight,S-DEC,3,5:00,1,2,0.0,1,1,1,54,109,68,124,50,104,3,4,1,1,41,87,4,11,9,11,1.0,0.0,8764
"November 28, 2015",L,Leo Kuntz,Tae Hyun Bang,Lightweight,S-DEC,3,5:00,0,1,2.0,0,3,12,31,91,74,137,25,78,4,9,2,4,27,85,2,4,2,2,0.0,1.0,8765
"November 28, 2015",W,Seo Hee Ham,Cortney Casey,Women's Strawweight,U-DEC,3,5:00,0,0,0.0,0,0,2,71,174,83,188,43,124,14,34,14,16,61,147,10,27,0,0,2.0,0.0,8766
"November 28, 2015",L,Cortney Casey,Seo Hee Ham,Women's Strawweight,U-DEC,3,5:00,0,0,0.0,0,0,0,78,227,80,229,51,182,8,24,19,21,60,200,18,27,0,0,0.0,2.0,8767
"November 28, 2015",W,Fredy Serrano,Yao Zhikui,Flyweight,KO/TKO,1,0:44,0,0,1.0,0,1,2,3,5,7,11,1,2,0,1,2,2,2,3,1,2,0,0,0.0,0.0,8768
"November 28, 2015",L,Yao Zhikui,Fredy Serrano,Flyweight,KO/TKO,1,0:44,0,0,0.0,0,0,0,1,6,1,6,1,5,0,1,0,0,0,4,1,2,0,0,0.0,0.0,8769
"November 28, 2015",W,Marco Beltran,Guangyou Ning,Bantamweight,S-DEC,3,5:00,0,0,0.0,0,1,1,30,90,44,108,13,65,12,19,5,6,18,72,11,16,1,2,0.0,2.0,8770
"November 28, 2015",L,Guangyou Ning,Marco Beltran,Bantamweight,S-DEC,3,5:00,0,0,0.0,0,0,2,23,61,67,111,11,43,5,8,7,10,14,50,6,7,3,4,2.0,0.0,8771
"November 28, 2015",W,Dominique Steele,Dong Hyun Ma,Welterweight,KO/TKO,3,0:27,1,0,1.0,0,4,4,36,61,84,114,35,58,1,3,0,0,6,17,9,14,21,30,0.0,0.0,8772
"November 28, 2015",L,Dong Hyun Ma,Dominique Steele,Welterweight,KO/TKO,3,0:27,0,0,0.0,0,0,3,19,42,52,79,8,26,10,15,1,1,10,24,9,18,0,0,0.0,0.0,8773
"November 21, 2015",W,Neil Magny,Kelvin Gastelum,Welterweight,S-DEC,5,5:00,0,0,5.0,0,6,14,54,145,81,174,41,121,10,15,3,9,39,122,11,18,4,5,0.0,2.0,8774
"November 21, 2015",L,Kelvin Gastelum,Neil Magny,Welterweight,S-DEC,5,5:00,2,0,3.0,1,2,3,54,134,86,167,34,111,6,7,14,16,43,109,4,11,7,14,2.0,0.0,8775
"November 21, 2015",W,Ricardo Lamas,Diego Sanchez,Featherweight,U-DEC,3,5:00,0,0,0.0,0,3,6,57,109,69,122,25,70,5,8,27,31,43,93,13,15,1,1,0.0,2.0,8776
"November 21, 2015",L,Diego Sanchez,Ricardo Lamas,Featherweight,U-DEC,3,5:00,0,0,0.0,0,1,2,30,86,36,92,22,75,8,11,0,0,17,70,11,14,2,2,2.0,0.0,8777
"November 21, 2015",W,Henry Cejudo,Jussier Formiga,Flyweight,S-DEC,3,5:00,0,0,0.0,0,2,3,43,110,71,140,11,63,30,39,2,8,14,69,29,41,0,0,0.0,0.0,8778
"November 21, 2015",L,Jussier Formiga,Henry Cejudo,Flyweight,S-DEC,3,5:00,0,0,0.0,0,0,3,25,87,39,102,12,66,11,17,2,4,13,71,12,16,0,0,0.0,0.0,8779
"November 21, 2015",W,Erick Montano,Enrique Marin,Welterweight,S-DEC,3,5:00,0,0,1.0,1,2,3,49,116,59,126,28,71,6,12,15,33,46,110,2,5,1,1,0.0,5.0,8780
"November 21, 2015",L,Enrique Marin,Erick Montano,Welterweight,S-DEC,3,5:00,0,0,0.0,2,1,3,27,94,33,102,16,80,3,4,8,10,24,89,3,4,0,1,5.0,0.0,8781
"November 21, 2015",W,Enrique Barzola,Horacio Gutierrez,Lightweight,U-DEC,3,5:00,0,0,1.0,0,5,9,38,71,173,221,31,63,6,7,1,1,6,12,2,2,30,57,0.0,5.0,8782
"November 21, 2015",L,Horacio Gutierrez,Enrique Barzola,Lightweight,U-DEC,3,5:00,0,0,0.0,0,0,0,10,38,16,45,6,30,0,0,4,8,6,32,4,6,0,0,5.0,0.0,8783
"November 21, 2015",W,Leandro Silva,Efrain Escudero,Lightweight,U-DEC,3,5:00,0,0,1.0,0,0,0,35,89,47,103,16,56,15,27,4,6,29,79,6,10,0,0,0.0,0.0,8784
"November 21, 2015",L,Efrain Escudero,Leandro Silva,Lightweight,U-DEC,3,5:00,0,0,0.0,0,2,7,24,63,56,101,12,41,7,12,5,10,12,40,2,7,10,16,0.0,0.0,8785
"November 21, 2015",W,Erik Perez,Taylor Lapilus,Bantamweight,U-DEC,3,5:00,0,0,2.0,0,1,2,31,92,109,172,17,69,14,21,0,2,17,73,2,4,12,15,0.0,2.0,8786
"November 21, 2015",L,Taylor Lapilus,Erik Perez,Bantamweight,U-DEC,3,5:00,1,1,0.0,0,0,1,20,78,23,82,12,65,4,5,4,8,18,76,2,2,0,0,2.0,0.0,8787
"November 21, 2015",W,Bartosz Fabinski,Hector Urbina,Welterweight,U-DEC,3,5:00,0,0,9.0,0,6,11,25,39,89,118,23,37,2,2,0,0,10,16,2,4,13,19,0.0,0.0,8788
"November 21, 2015",L,Hector Urbina,Bartosz Fabinski,Welterweight,U-DEC,3,5:00,0,3,0.0,0,0,0,10,25,16,31,9,24,1,1,0,0,2,14,7,9,1,2,0.0,0.0,8789
"November 21, 2015",W,Alejandro Perez,Scott Jorgensen,Bantamweight,KO/TKO,2,4:26,0,0,0.0,0,0,0,39,91,42,94,19,59,6,9,14,23,31,78,2,4,6,9,0.0,0.0,8790
"November 21, 2015",L,Scott Jorgensen,Alejandro Perez,Bantamweight,KO/TKO,2,4:26,0,0,0.0,0,2,6,11,37,11,37,7,30,1,3,3,4,10,34,0,2,1,1,0.0,0.0,8791
"November 21, 2015",W,Andre Fili,Gabriel Benitez,Featherweight,KO/TKO,1,3:13,1,0,0.0,0,1,1,16,42,16,42,10,34,4,4,2,4,15,41,1,1,0,0,0.0,2.0,8792
"November 21, 2015",L,Gabriel Benitez,Andre Fili,Featherweight,KO/TKO,1,3:13,0,0,0.0,0,0,0,11,26,11,26,3,16,2,2,6,8,11,25,0,1,0,0,2.0,0.0,8793
"November 21, 2015",W,Alvaro Herrera Mendoza,Vernon Ramos Ho,Welterweight,KO/TKO,1,0:30,1,0,0.0,0,0,0,4,9,4,9,4,9,0,0,0,0,3,8,0,0,1,1,0.0,0.0,8794
"November 21, 2015",L,Vernon Ramos Ho,Alvaro Herrera Mendoza,Welterweight,KO/TKO,1,0:30,0,0,0.0,0,0,0,2,8,2,8,0,3,0,1,2,4,2,8,0,0,0,0,0.0,0.0,8795
"November 21, 2015",W,Marco Polo Reyes,Cesar Arzamendia,Lightweight,KO/TKO,1,3:42,1,0,0.0,0,0,0,10,31,15,36,9,27,1,3,0,1,6,26,2,3,2,2,0.0,0.0,8796
"November 21, 2015",L,Cesar Arzamendia,Marco Polo Reyes,Lightweight,KO/TKO,1,3:42,0,0,0.0,0,3,4,16,46,23,54,7,33,7,11,2,2,10,35,6,9,0,2,0.0,0.0,8797
"November 21, 2015",W,Michel Prazeres,Valmir Lazaro,Lightweight,S-DEC,3,5:00,0,0,0.0,0,1,14,20,53,27,60,12,41,2,5,6,7,20,53,0,0,0,0,0.0,0.0,8798
"November 21, 2015",L,Valmir Lazaro,Michel Prazeres,Lightweight,S-DEC,3,5:00,0,0,1.0,0,0,0,41,102,60,123,29,87,2,5,10,10,41,101,0,0,0,1,0.0,0.0,8799
"November 14, 2015",W,Holly Holm,Ronda Rousey,Women's Bantamweight,KO/TKO,2,0:59,1,0,0.0,0,1,1,38,53,38,53,29,44,4,4,5,5,31,45,4,4,3,4,2.0,0.0,8800
"November 14, 2015",L,Ronda Rousey,Holly Holm,Women's Bantamweight,KO/TKO,2,0:59,0,0,0.0,0,0,1,17,65,21,69,13,59,4,6,0,0,13,59,4,6,0,0,0.0,2.0,8801
"November 14, 2015",W,Joanna Jedrzejczyk,Valerie Letourneau,Women's Strawweight,U-DEC,5,5:00,0,0,0.0,0,0,0,220,441,227,448,97,289,53,67,70,85,203,414,17,27,0,0,0.0,0.0,8802
"November 14, 2015",L,Valerie Letourneau,Joanna Jedrzejczyk,Women's Strawweight,U-DEC,5,5:00,0,0,0.0,0,1,5,103,321,120,341,72,275,20,32,11,14,91,303,7,13,5,5,0.0,0.0,8803
"November 14, 2015",W,Mark Hunt,Antonio Silva,Heavyweight,KO/TKO,1,3:41,1,0,0.0,0,0,0,12,18,13,19,7,13,2,2,3,3,10,15,0,1,2,2,0.0,0.0,8804
"November 14, 2015",L,Antonio Silva,Mark Hunt,Heavyweight,KO/TKO,1,3:41,0,0,0.0,0,0,0,9,17,9,17,2,6,2,5,5,6,9,17,0,0,0,0,0.0,0.0,8805
"November 14, 2015",W,Robert Whittaker,Uriah Hall,Middleweight,U-DEC,3,5:00,0,0,6.0,0,1,2,67,144,108,186,39,107,6,11,22,26,43,110,12,17,12,17,0.0,0.0,8806
"November 14, 2015",L,Uriah Hall,Robert Whittaker,Middleweight,U-DEC,3,5:00,0,0,0.0,1,0,1,45,94,58,107,17,58,10,15,18,21,40,87,4,5,1,2,0.0,0.0,8807
